fund_slug,description
thunder-core,"Date: May 22, 2019 | Company: Animoca Brands | Amount: $2,500,000 | Stage: Undisclosed | Category: None"
anr-group,"Date: May 07, 2019 | Company: QEDIT | Amount: $10,000,000 | Stage: Series A | Category: Blockchain Infrastructure"
capability-and-innovation-fund,"Date: Feb 22, 2019 | Company: Starling Bank | Amount: $122,000,000 | Stage: Undisclosed | Category: CeFi"
aspect-ventures,"Date: Oct 04, 2018 | Company: Skale | Amount: $9,650,000 | Stage: Undisclosed | Category: Chain"
aspect-ventures,"Date: Feb 19, 2019 | Company: CipherTrace | Amount: $15,000,000 | Stage: Series A | Category: Blockchain Service"
atari,"Date: Dec 18, 2018 | Company: Animoca Brands | Amount: $250,000 | Stage: Post-Ipo | Category: None"
tokensoft,"Date: Dec 18, 2018 | Company: Nomics | Amount: $3,000,000 | Stage: Series A | Category: Blockchain Service"
d4v,"Date: Sep 26, 2018 | Company: pafin | Amount: $2,500,000 | Stage: Undisclosed | Category: CeFi"
d4v,"Date: Jan 10, 2017 | Company: Campfire | Amount: $3,000,000 | Stage: Undisclosed | Category: Social"
venture-labo-investment,"Date: Sep 26, 2018 | Company: pafin | Amount: $2,500,000 | Stage: Undisclosed | Category: CeFi"
venture-labo-investment,"Date: Aug 12, 2015 | Company: BitFlyer | Amount: $4,000,000 | Stage: Extended Series B | Category: Blockchain Service"
venture-labo-investment,"Date: Apr 26, 2016 | Company: BitFlyer | Amount: $27,000,000 | Stage: Series C | Category: Blockchain Service"
shuttle-fund,"Date: Sep 18, 2018 | Company: AlphaNetworks | Amount: $10,000,000 | Stage: Undisclosed | Category: Social"
shuttle-fund,"Date: Dec 14, 2017 | Company: Curisium | Amount: $3,500,000 | Stage: Seed | Category: Blockchain Service"
aslanoba-capital,"Date: Aug 28, 2018 | Company: Colendi | Amount: $2,500,000 | Stage: Undisclosed | Category: CeFi"
merian-ventures,"Date: Jul 18, 2018 | Company: Provenance | Stage: Undisclosed | Category: Blockchain Service"
merian-ventures,"Date: Jul 11, 2017 | Company: Provenance | Amount: $800,000 | Stage: Seed | Category: Blockchain Service"
array-ventures,"Date: Jul 12, 2018 | Company: Stronghold Token | Amount: $3,300,000 | Stage: Seed | Category: Blockchain Infrastructure"
base10-partners,"Date: Jul 03, 2018 | Company: TokenSoft | Stage: Seed | Category: CeFi"
cls,"Date: May 31, 2018 | Company: R3 | Amount: $5,000,000 | Stage: Series A | Category: Blockchain Service"
the-venture-center,"Date: May 11, 2017 | Company: Alto | Stage: Undisclosed | Category: CeFi"
the-venture-center,"Date: May 03, 2018 | Company: Billon Group | Stage: Extended Seed | Category: Blockchain Service"
business-finland,"Date: Jan 31, 2018 | Company: iconicchain | Amount: $65,000 | Stage: Undisclosed | Category: Blockchain Service"
dcu-fintech-innovation-center,"Date: Jun 21, 2017 | Company: MakeCents | Stage: Undisclosed | Category: Blockchain Service"
dcu-fintech-innovation-center,"Date: Jan 30, 2018 | Company: Arwen | Stage: Grant | Category: CeFi"
bokwang-investment,"Date: Oct 08, 2014 | Company: Coinplug | Amount: $2,500,000 | Stage: Series A | Category: Blockchain Service"
bokwang-investment,"Date: Jul 14, 2016 | Company: MOIN | Stage: Seed | Category: Blockchain Service"
bokwang-investment,"Date: Jan 02, 2018 | Company: MOIN | Amount: $2,000,000 | Stage: Series A | Category: Blockchain Service"
capstone-partners,"Date: Oct 08, 2014 | Company: Coinplug | Amount: $2,500,000 | Stage: Series A | Category: Blockchain Service"
capstone-partners,"Date: Jul 14, 2016 | Company: MOIN | Stage: Seed | Category: Blockchain Service"
capstone-partners,"Date: Jan 02, 2018 | Company: MOIN | Amount: $2,000,000 | Stage: Series A | Category: Blockchain Service"
crestvalue,"Date: Nov 03, 2016 | Company: ObEN | Amount: $7,700,000 | Stage: Series A | Category: NFT"
crestvalue,"Date: Dec 18, 2017 | Company: ObEN | Amount: $9,000,000 | Stage: Undisclosed | Category: NFT"
china-capital-financial-service-chamber-of-commerce,"Date: Dec 14, 2017 | Company: Coldlar | Amount: $10,000,000 | Stage: Series A | Category: Blockchain Service"
camp-one,"Date: Nov 21, 2017 | Company: Mobius | Amount: $500,000 | Stage: Seed | Category: CeFi"
camp-one,"Date: Nov 12, 2013 | Company: XRP | Amount: $3,500,000 | Stage: Seed | Category: Currency"
bank-of-montreal,"Date: Nov 21, 2017 | Company: Creative Destruction Lab | Amount: $4,000,000 | Stage: Undisclosed | Category: Blockchain Service"
calibrate-management,"Date: Oct 30, 2017 | Company: Cygnetise | Amount: $1,200,000 | Stage: Seed | Category: Blockchain Service"
albatross-venture,"Date: Sep 20, 2017 | Company: Hoopox | Amount: $4,130,000 | Stage: Seed | Category: Blockchain Service"
recruit-strategic,"Date: Nov 17, 2015 | Company: Veem | Amount: $12,500,000 | Stage: Undisclosed | Category: Blockchain Service"
recruit-strategic,"Date: Aug 22, 2017 | Company: ShoCard | Amount: $4,000,000 | Stage: Undisclosed | Category: Social"
83north,"Date: Oct 27, 2015 | Company: Marqeta | Amount: $25,000,000 | Stage: Series C | Category: Blockchain Service"
83north,"Date: Jul 28, 2017 | Company: Marqeta | Amount: $26,000,000 | Stage: Series D | Category: Blockchain Service"
angel-academe,"Date: Jul 11, 2017 | Company: Provenance | Amount: $800,000 | Stage: Seed | Category: Blockchain Service"
backstage-capital,"Date: Mar 30, 2017 | Company: Filament | Amount: $15,000,000 | Stage: Undisclosed | Category: Blockchain Service"
allwinner-technology,"Date: Mar 20, 2017 | Company: Weibit Technology | Amount: $3,700,000 | Stage: Extended Series A | Category: Blockchain Service"
credit-china-fintech-holdings,"Date: Jan 25, 2017 | Company: Bitfury Group | Amount: $30,000,000 | Stage: Undisclosed | Category: Blockchain Service"
9f-group,"Date: Dec 16, 2016 | Company: Wyre | Amount: $5,800,000 | Stage: Series A | Category: DeFi"
baofu,"Date: Dec 16, 2016 | Company: Wyre | Amount: $5,800,000 | Stage: Series A | Category: DeFi"
ah-ventures,"Date: Sep 29, 2016 | Company: Unocoin | Amount: $1,500,000 | Stage: Pre-Series A | Category: DeFi"
bantam-group,"Date: Jan 01, 2016 | Company: Cambridge Blockchain | Stage: Seed | Category: Blockchain Service"
bantam-group,"Date: Aug 16, 2016 | Company: Airfox | Amount: $1,100,000 | Stage: Seed | Category: Blockchain Service"
project-11,"Date: Jan 08, 2015 | Company: LibertyX | Amount: $400,000 | Stage: Seed | Category: Blockchain Service"
project-11,"Date: Aug 16, 2016 | Company: Airfox | Amount: $1,100,000 | Stage: Seed | Category: Blockchain Service"
bharti-enterprises,"Date: Aug 03, 2016 | Company: Hike | Amount: $175,000,000 | Stage: Series D | Category: GameFi"
ascend-money,"Date: Jul 21, 2016 | Company: Opn | Amount: $17,500,000 | Stage: Series B | Category: CeFi"
bluepoint-partners,"Date: Dec 24, 2015 | Company: Streami | Amount: $2,000,000 | Stage: Seed | Category: CeFi"
bw-capital-partners,"Date: Jul 23, 2015 | Company: SpiderOak | Amount: $3,500,000 | Stage: Series A | Category: Blockchain Service"
georgian-co-investment-fund,"Date: Oct 10, 2014 | Company: Bitfury Group | Amount: $20,000,000 | Stage: Pre-Series B | Category: Blockchain Service"
georgian-co-investment-fund,"Date: May 30, 2014 | Company: Bitfury Group | Amount: $20,000,000 | Stage: Series A | Category: Blockchain Service"
georgian-co-investment-fund,"Date: Jul 10, 2015 | Company: Bitfury Group | Amount: $20,000,000 | Stage: Series B | Category: Blockchain Service"
binary-financial,"Date: May 30, 2014 | Company: Bitfury Group | Amount: $20,000,000 | Stage: Series A | Category: Blockchain Service"
binary-financial,"Date: Jun 30, 2015 | Company: Unikrn | Amount: $7,000,000 | Stage: Undisclosed | Category: GameFi"
freelands-ventures,"Date: Jun 30, 2015 | Company: Unikrn | Amount: $7,000,000 | Stage: Undisclosed | Category: GameFi"
freelands-ventures,"Date: Jun 25, 2015 | Company: BigchainDB | Amount: $2,000,000 | Stage: Seed | Category: Blockchain Service"
comerica-incorporated,"Date: Mar 31, 2015 | Company: Yap Stone | Amount: $60,000,000 | Stage: Debt Financing | Category: Blockchain Service"
gp-bullhound,"Date: Sep 05, 2014 | Company: KnCMiner | Amount: $14,000,000 | Stage: Series A | Category: Blockchain Service"
gp-bullhound,"Date: Feb 03, 2015 | Company: KnCMiner | Amount: $15,000,000 | Stage: Series B | Category: Blockchain Service"
new-york-stock-exchange,"Date: Jan 13, 2015 | Company: Coinbase | Amount: $75,000,000 | Stage: Series C | Category: CeFi"
buchanan-capital-management,"Date: Oct 20, 2014 | Company: Bitnet Technologies | Amount: $14,500,000 | Stage: Series A | Category: Blockchain Service"
fortress-investment-group,"Date: Oct 06, 2014 | Company: Wyre | Amount: $1,500,000 | Stage: Seed | Category: DeFi"
fortress-investment-group,"Date: Mar 14, 2014 | Company: Xapo | Amount: $20,000,000 | Stage: Series A | Category: Blockchain Service"
block-corp,"Date: Aug 18, 2014 | Company: BTC.com | Amount: $670,000 | Stage: Seed | Category: Blockchain Service"
bridgescale-partners,"Date: Jun 16, 2014 | Company: BitGo | Amount: $12,000,000 | Stage: Series A | Category: Blockchain Service"
oak-investment,"Date: Mar 26, 2014 | Company: Circle | Amount: $17,000,000 | Stage: Series B | Category: CeFi"
hash-global,"Date: Nov 08, 2024 | Company: Pharos | Amount: $8,000,000 | Stage: Seed | Category: Chain"
hash-global,"Date: Feb 21, 2025 | Company: Primus Labs (prev. PADO) | Amount: $6,500,000 | Stage: Seed | Category: Blockchain Infrastructure"
hash-global,"Date: Feb 14, 2025 | Company: KUN | Stage: Seed | Category: Blockchain Service"
hash-global,"Date: Dec 30, 2024 | Company: DataDance | Stage: Seed | Category: Chain"
hash-global,"Date: Apr 04, 2025 | Company: MEET48 | Stage: Private Token Sale | Category: GameFi"
oak-grove-ventures,"Date: Mar 14, 2025 | Company: PlaysOut | Amount: $7,000,000 | Stage: Seed | Category: GameFi"
oak-grove-ventures,"Date: Feb 24, 2025 | Company: Memes Lab | Amount: $2,300,000 | Stage: Seed | Category: GameFi"
oak-grove-ventures,"Date: Feb 11, 2025 | Company: Mirai Labs | Amount: $4,000,000 | Stage: Seed | Category: GameFi"
oak-grove-ventures,"Date: Apr 15, 2025 | Company: Optimum | Amount: $11,000,000 | Stage: Seed | Category: Blockchain Infrastructure"
oak-grove-ventures,"Date: Apr 04, 2025 | Company: MEET48 | Stage: Private Token Sale | Category: GameFi"
promontory-technologies,"Date: Sep 02, 2024 | Company: TrendX | Amount: $5,000,000 | Stage: Series A | Category: Blockchain Service"
promontory-technologies,"Date: Dec 25, 2024 | Company: Swan Chain | Amount: $2,000,000 | Stage: Undisclosed | Category: Chain"
promontory-technologies,"Date: Apr 04, 2025 | Company: MEET48 | Stage: Private Token Sale | Category: GameFi"
noia-capital,"Date: Sep 17, 2024 | Company: Yellow | Amount: $10,000,000 | Stage: Seed | Category: Blockchain Service"
noia-capital,"Date: May 10, 2022 | Company: Arianee Protocol | Amount: $21,000,000 | Stage: Series A | Category: Blockchain Service"
noia-capital,"Date: Jan 20, 2022 | Company: Aleph.im | Amount: $10,000,000 | Stage: Undisclosed | Category: Blockchain Infrastructure"
noia-capital,"Date: Dec 10, 2021 | Company: Digital Village | Amount: $2,000,000 | Stage: Pre Seed | Category: NFT"
noia-capital,"Date: Apr 03, 2025 | Company: Ultra | Amount: $12,000,000 | Stage: Undisclosed | Category: GameFi"
hivemind-capital-partners,"Date: Sep 30, 2024 | Company: RD Technologies | Amount: $7,800,000 | Stage: Pre-Series A | Category: CeFi"
hivemind-capital-partners,"Date: Aug 27, 2024 | Company: Space and Time | Amount: $20,000,000 | Stage: Series A | Category: Blockchain Service"
hivemind-capital-partners,"Date: Aug 08, 2024 | Company: Moonveil | Amount: $3,600,000 | Stage: Pre-Series A | Category: GameFi"
hivemind-capital-partners,"Date: Apr 21, 2025 | Company: Upexi | Amount: $100,000,000 | Stage: Post-Ipo | Category: CeFi"
hivemind-capital-partners,"Date: Apr 01, 2025 | Company: Bloctopus | Amount: $1,000,000 | Stage: Seed | Category: Blockchain Infrastructure"
iron-key-capital,"Date: Apr 01, 2025 | Company: Bloctopus | Amount: $1,000,000 | Stage: Seed | Category: Blockchain Infrastructure"
selinicapital,"Date: Mar 31, 2025 | Company: Momentum | Amount: $5,000,000 | Stage: Seed | Category: Blockchain Service"
selinicapital,"Date: Apr 24, 2025 | Company: Theo | Amount: $20,000,000 | Stage: Undisclosed | Category: DeFi"
selinicapital,"Date: Apr 16, 2025 | Company: Glider | Amount: $4,000,000 | Stage: Strategic | Category: DeFi"
selinicapital,"Date: Apr 07, 2025 | Company: CAP | Amount: $8,000,000 | Stage: Seed | Category: DeFi"
selinicapital,"Date: Apr 04, 2025 | Company: Codex | Amount: $15,800,000 | Stage: Seed | Category: Chain"
wagmi-ventures,"Date: Mar 31, 2025 | Company: Mahojin | Amount: $5,000,000 | Stage: Seed | Category: Blockchain Service"
wagmi-ventures,"Date: Mar 31, 2025 | Company: Momentum | Amount: $5,000,000 | Stage: Seed | Category: Blockchain Service"
wagmi-ventures,"Date: Mar 25, 2025 | Company: Coresky | Amount: $15,000,000 | Stage: Series A | Category: DeFi"
wagmi-ventures,"Date: Mar 18, 2025 | Company: Level (Peregrine Exploration) | Amount: $2,600,000 | Stage: Strategic | Category: DeFi"
wagmi-ventures,"Date: Mar 14, 2025 | Company: MemeCore | Stage: Strategic | Category: Chain"
bockchain-builders-fund,"Date: Nov 11, 2024 | Company: Akave | Amount: $3,450,000 | Stage: Pre Seed | Category: Chain"
bockchain-builders-fund,"Date: Mar 31, 2025 | Company: Cambrian Network | Amount: $5,900,000 | Stage: Seed | Category: Blockchain Infrastructure"
bockchain-builders-fund,"Date: Jan 28, 2025 | Company: pod | Amount: $10,000,000 | Stage: Seed | Category: Chain"
bockchain-builders-fund,"Date: Feb 21, 2025 | Company: Primus Labs (prev. PADO) | Amount: $6,500,000 | Stage: Seed | Category: Blockchain Infrastructure"
bockchain-builders-fund,"Date: Dec 10, 2024 | Company: Hyperbolic Labs | Amount: $12,000,000 | Stage: Series A | Category: Blockchain Service"
monke-ventures,"Date: Sep 25, 2024 | Company: ZAR | Stage: Undisclosed | Category: CeFi"
monke-ventures,"Date: Sep 18, 2024 | Company: CUDIS | Amount: $5,000,000 | Stage: Seed | Category: Blockchain Service"
monke-ventures,"Date: Oct 24, 2024 | Company: Moonwalk Fitness | Amount: $3,400,000 | Stage: Seed | Category: Social"
monke-ventures,"Date: Mar 31, 2025 | Company: Momentum | Amount: $5,000,000 | Stage: Seed | Category: Blockchain Service"
monke-ventures,"Date: Jan 23, 2025 | Company: Ranger | Amount: $1,900,000 | Stage: Undisclosed | Category: DeFi"
varys-capital,"Date: Sep 13, 2023 | Company: Movement | Amount: $3,400,000 | Stage: Pre Seed | Category: Chain"
varys-capital,"Date: Nov 15, 2023 | Company: Nirvana Labs | Amount: $1,200,000 | Stage: Pre Seed | Category: Blockchain Infrastructure"
varys-capital,"Date: Nov 14, 2023 | Company: SteakHut Finance | Stage: Seed | Category: DeFi"
varys-capital,"Date: Mar 31, 2025 | Company: Momentum | Amount: $5,000,000 | Stage: Seed | Category: Blockchain Service"
varys-capital,"Date: Jul 10, 2024 | Company: Tread.fi | Amount: $3,500,000 | Stage: Pre Seed | Category: CeFi"
finewill-capital,"Date: May 24, 2024 | Company: The9 | Amount: $3,500,000 | Stage: Strategic | Category: GameFi"
finewill-capital,"Date: Mar 31, 2025 | Company: The9 | Amount: $8,000,000 | Stage: Strategic | Category: GameFi"
finewill-capital,"Date: Mar 12, 2024 | Company: Oneness | Amount: $4,000,000 | Stage: Seed | Category: Chain"
finewill-capital,"Date: Jun 17, 2022 | Company: Crema Finance | Amount: $5,400,000 | Stage: Undisclosed | Category: DeFi"
archax,"Date: Sep 14, 2022 | Company: Ownera | Amount: $20,000,000 | Stage: Series A | Category: Blockchain Service"
archax,"Date: Mar 31, 2025 | Company: Globacap | Stage: M&A | Category: CeFi"
echo,"Date: Mar 27, 2025 | Company: De Charge | Amount: $2,500,000 | Stage: Seed | Category: Blockchain Service"
echo,"Date: Mar 26, 2025 | Company: Capx AI | Amount: $3,140,000 | Stage: Seed | Category: Chain"
echo,"Date: Mar 19, 2025 | Company: Hibachi | Amount: $5,000,000 | Stage: Seed | Category: DeFi"
echo,"Date: Mar 18, 2025 | Company: Opinion Labs | Amount: $5,000,000 | Stage: Seed | Category: Social"
echo,"Date: Feb 26, 2025 | Company: Shaga | Amount: $4,000,000 | Stage: Seed | Category: GameFi"
v3v-ventures,"Date: Nov 28, 2024 | Company: U2U Network (Unicorn Ultra) | Amount: $13,800,000 | Stage: Undisclosed | Category: Chain"
v3v-ventures,"Date: Nov 26, 2024 | Company: BRKT | Amount: $1,750,000 | Stage: Seed | Category: DeFi"
v3v-ventures,"Date: Nov 05, 2024 | Company: Clash of Coins | Stage: Pre Seed | Category: GameFi"
v3v-ventures,"Date: Mar 27, 2025 | Company: Amnis Finance | Stage: Undisclosed | Category: DeFi"
v3v-ventures,"Date: Dec 27, 2024 | Company: QUEX | Amount: $500,000 | Stage: Pre Seed | Category: Blockchain Infrastructure"
ambush-capital,"Date: Mar 27, 2025 | Company: Warlock | Amount: $8,000,000 | Stage: Seed | Category: DeFi"
ambush-capital,"Date: Jan 16, 2025 | Company: 1Money | Amount: $20,000,000 | Stage: Seed | Category: Chain"
ambush-capital,"Date: Feb 11, 2025 | Company: Whetstone | Amount: $1,300,000 | Stage: Pre Seed | Category: DeFi"
ambush-capital,"Date: Dec 10, 2024 | Company: Hyperbolic Labs | Amount: $12,000,000 | Stage: Series A | Category: Blockchain Service"
ambush-capital,"Date: Dec 06, 2024 | Company: Suilend | Amount: $4,000,000 | Stage: Undisclosed | Category: DeFi"
colosseum,"Date: Sep 27, 2024 | Company: MeshMap | Amount: $4,000,000 | Stage: Undisclosed | Category: Blockchain Service"
colosseum,"Date: Sep 13, 2024 | Company: Ore | Amount: $3,000,000 | Stage: Seed | Category: Currency"
colosseum,"Date: Mar 27, 2025 | Company: De Charge | Amount: $2,500,000 | Stage: Seed | Category: Blockchain Service"
colosseum,"Date: Mar 11, 2025 | Company: Rakurai | Amount: $3,000,000 | Stage: Seed | Category: DeFi"
colosseum,"Date: Mar 03, 2025 | Company: Dev.fun | Stage: Undisclosed | Category: DeFi"
levitate-labs,"Date: Mar 27, 2025 | Company: De Charge | Amount: $2,500,000 | Stage: Seed | Category: Blockchain Service"
levitate-labs,"Date: Aug 07, 2024 | Company: LYNC | Amount: $1,500,000 | Stage: Pre Seed | Category: Chain"
cogitent-venture,"Date: Mar 26, 2025 | Company: Capx AI | Amount: $3,140,000 | Stage: Seed | Category: Chain"
